observationTime	salinity	ph	dissolvedoxygen	dissolvedmethane	cdom	temperature	condition
2024-11-16 05:00:56	33.6	8.031	4.349	0.019	0.362	30.166	Safe
2024-11-16 04:30:56	33.658	8.031	4.365	0.133	0.271	30.117	Safe
2024-11-16 04:00:56	33.726	8.032	4.371	0.132	0.2712	30.063	Safe
2024-11-16 03:30:56	33.663	8.03	4.369	0.051	0.0904	30.1	Safe
2024-11-16 03:00:56	33.635	8.028	4.337	0.136	0.633	30.113	Safe
2024-11-16 02:30:57	33.736	8.033	4.319	0.063	0.09	30.046	Safe
2024-11-16 02:00:56	33.742	8.033	4.368	0.164	0.362	30.053	Safe
2024-11-16 01:30:56	33.713	8.03	4.295	0.108	1.175	30.071	Safe
2024-11-16 01:00:56	33.615	8.028	4.338	0.096	0.181	30.137	Safe
2024-11-16 00:30:56	33.91	8.037	4.35	0.011	0.271	29.963	Safe
2024-11-16 00:00:56	33.778	8.036	4.389	0.146	0.271	30.026	Safe
2024-11-15 23:30:56	33.79	8.042	4.445	0.139	1.266	30.019	Safe
2024-11-15 23:00:56	33.695	8.043	4.396	0.036	0.09	30.062	Safe
2024-11-15 22:30:56	33.607	8.043	4.496	0.143	0.994	30.105	Safe
2024-11-15 22:00:56	33.72	8.044	4.529	0.047	0.994	30.048	Safe
2024-11-15 21:30:56	33.496	8.044	4.529	0.086	0.271	30.198	Safe
2024-11-15 21:00:56	33.468	8.043	4.549	0.021	0.994	30.215	Safe
2024-11-15 20:30:56	33.43	8.042	4.562	0.124	0.09	30.222	Safe
2024-11-15 20:00:56	33.451	8.043	4.574	0.095	0.09	30.225	Safe
2024-11-15 19:30:56	33.446	8.042	4.567	0.119	1.537	30.222	Safe
2024-11-15 19:00:56	33.442	8.04	4.577	0.078	0.09	30.217	Safe
2024-11-15 18:30:56	33.455	8.038	4.615	0.038	0.181	30.228	Safe
2024-11-15 18:00:56	33.462	8.037	4.639	0.118	0.994	30.233	Safe
2024-11-15 17:30:56	33.428	8.034	4.622	0.031	1.266	30.243	Safe
2024-11-15 17:00:56	33.408	8.028	4.622	0.076	0.723	30.242	Safe
2024-11-15 16:30:56	33.458	8.02	4.62	0.016	0.633	30.256	Safe
2024-11-15 16:00:56	33.458	8.02	4.626	0.064	0.181	30.256	Safe
2024-11-15 15:30:56	33.353	8.014	4.628	0.07	0.271	30.2	Safe
2024-11-15 15:00:56	33.348	8.01	4.644	0.15	0.181	30.239	Safe
2024-11-15 14:30:56	33.365	8.003	4.539	0.109	0.09	30.262	Safe
2024-11-15 14:00:56	33.361	8.002	4.703	0.037	0.09	30.283	Safe
2024-11-15 13:30:56	33.54	8.003	4.882	0.155	0.362	30.212	Safe
2024-11-15 13:00:56	33.481	8.001	4.758	0.055	0.633	30.271	Safe
2024-11-15 12:30:56	33.366	8.001	4.65	0.167	0.723	30.31	Safe
2024-11-15 12:00:56	33.418	7.995	3.96	0.086	0.181	30.297	Safe
2024-11-15 11:30:56	33.45	7.999	3.784	0.081	0.181	30.279	Safe
2024-11-15 11:00:56	34.288	8.015	3.974	0.0639888	0.362	29.913	Safe
2024-11-15 10:30:56	34.626	8.036	4.665	0.1593155	0.271	29.417	Safe
2024-11-15 10:00:56	34.439	8.035	4.625	0.0478511	0.452	29.671	Safe
2024-11-15 09:30:56	33.304	8.019	4.653	0.024	0.181	30.281	Safe
2024-11-15 09:00:56	33.798	8.042	4.653	0.159	0.09	30.226	Safe
2024-11-15 08:30:56	33.176	8.04	4.606	0.027	0.181	30.19	Safe
2024-11-15 08:00:56	33.176	8.04	4.598	0.051	0.181	30.19	Safe
2024-11-15 07:30:56	33.153	8.038	4.567	0.077	0.09	30.164	Safe
2024-11-15 06:30:56	33.195	8.031	4.556	0.011	0.362	30.213	Safe
2024-11-15 05:30:56	33.223	8.03	4.558	0.164	0.814	30.207	Safe
2024-11-15 05:00:56	33.18	8.03	4.514	0.094	0.452	30.172	Safe
2024-11-15 04:30:56	33.164	8.03	4.514	0.099	0.723	30.148	Safe
2024-11-15 04:00:56	33.13	8.038	4.514	0.106	0.181	30.11	Safe
2024-11-15 03:30:56	33.13	8.038	4.514	0.064	0.814	30.11	Safe
2024-11-15 03:00:56	33.13	8.038	4.518	0.111	0.723	30.11	Safe
2024-11-15 02:30:56	33.13	8.038	4.541	0.064	0.452	30.11	Safe
2024-11-15 02:00:56	33.123	8.039	4.541	0.145	0.542	30.077	Safe
2024-11-15 01:30:56	33.154	8.033	4.537	0.022	0.271	30.155	Safe
2024-11-15 01:00:56	33.154	8.033	4.537	0.141	0.904	30.155	Safe
2024-11-15 00:30:56	33.146	8.033	4.548	0.165	0.452	30.173	Safe
2024-11-15 00:00:56	33.146	8.033	4.553	0.109	0.271	30.173	Safe
2024-11-14 23:30:56	33.118	8.034	4.552	0.015	0.271	30.118	Safe
2024-11-14 23:00:56	33.144	8.033	4.552	0.163	0.904	30.156	Safe
2024-11-14 22:30:56	33.127	8.032	4.558	0.028	0.09	30.154	Safe
2024-11-14 22:00:56	33.188	8.029	4.574	0.07	0.09	30.285	Safe
2024-11-14 21:30:56	33.209	8.029	4.574	0.1384041	0.542	30.293	Safe
2024-11-14 21:00:56	33.219	8.03	4.579	0.064	0.09	30.297	Safe
2024-11-14 20:30:56	33.219	8.03	4.619	0.026	0.814	30.297	Safe
2024-11-14 20:00:56	33.247	8.025	4.599	0.093	0.994	30.284	Safe
2024-11-14 19:30:56	33.26	8.022	4.619	0.112	0.814	30.261	Safe
2024-11-14 19:00:56	33.267	8.017	4.623	0.102	0.09	30.3	Safe
2024-11-14 18:30:56	33.249	8.013	4.634	0.123	0.271	30.271	Safe
2024-11-14 18:00:56	33.251	8.007	4.617	0.113	0.542	30.304	Safe
2024-11-14 17:30:56	33.245	8.001	4.642	0.056	0.542	30.272	Safe
2024-11-14 17:00:56	33.148	7.991	4.604	0.111	0.633	30.306	Safe
2024-11-14 16:30:56	33.205	7.983	4.628	0.116	0.181	30.216	Safe
2024-11-14 16:00:56	33.359	7.975	4.471	0.056	0.814	30.241	Safe
2024-11-14 15:30:56	33.254	7.958	3.514	0.067	0.181	30.275	Safe
2024-11-14 15:00:56	33.736	7.944	3.514	0.009	0.09	30.206	Safe
2024-11-14 14:30:56	34.514	7.925	3.514	0.009	0.09	29.424	Safe
2024-11-14 14:00:56	34.514	7.925	3.514	0.159	0.633	29.424	Safe
2024-11-14 13:30:56	34.514	7.925	3.514	0.005	1.085	29.424	Safe
2024-11-14 13:00:56	34.514	7.925	3.5139999	0.074	0.452	29.424	Safe
2024-11-14 12:30:56	34.514	7.925	3.5139999	0.074	0.271	29.424	Safe
2024-11-14 12:00:56	34.5139999	7.9250998	3.5139999	0.113	0.723	29.4244003	Safe
2024-11-14 11:30:56	34.5139999	7.9250998	3.514	0.117	0.452	29.4244003	Safe
2024-11-14 11:00:56	34.5139999	7.9250998	3.514	0.06	0.994	29.4244003	Safe
2024-11-14 10:30:56	34.514	7.925	3.514	0.02	0.181	29.424	Safe
2024-11-14 10:00:56	34.514	7.925	3.514	0.013	0.362	29.424	Safe
2024-11-14 09:30:56	34.514	7.925	3.514	0.117	0.904	29.424	Safe
2024-11-14 09:00:56	34.514	7.925	3.514	0.076	0.904	29.424	Safe
2024-11-14 08:30:56	34.514	7.925	3.524	0.096	0.2712	29.424	Safe
2024-11-14 08:00:56	34.514	7.925	3.438	0.113	0.2712	29.424	Safe
2024-11-14 07:30:56	34.522	7.927	3.438	0.056	0.2712	29.407	Safe
2024-11-14 07:00:56	34.489	7.931	3.438	0.138	0.0904	29.433	Safe
2024-11-14 06:30:56	34.489	7.931	3.384	0.048	0.181	29.433	Safe
2024-11-14 06:00:56	34.489	7.931	3.539	0.087	0.542	29.433	Safe
2024-11-14 03:30:56	34.434	7.944	3.584	0.129	1.356	29.491	Safe
2024-11-14 03:00:56	34.393	7.946	3.477	0.058	0.271	29.522	Safe
2024-11-14 02:30:56	34.371	7.948	3.463	0.001	0.362	29.544	Safe
2024-11-14 02:00:56	34.391	7.95	3.506	0.142	0.994	29.541	Safe
2024-11-14 01:30:56	34.483	7.953	3.535	0.138	0.181	29.453	Safe
2024-11-14 01:00:56	34.292	7.953	3.693	0.123	0.181	29.638	Safe
2024-11-14 00:30:56	34.361	7.962	3.772	0.033	0.814	29.579	Safe
2024-11-14 00:00:56	34.079	7.957	3.878	0.162	0.181	29.821	Safe
2024-11-13 23:30:56	34.18	7.963	3.825	0.01	1.085	29.742	Safe
2024-11-13 23:00:56	34.039	7.956	3.825	0.124	0.904	29.875	Safe
2024-11-13 22:30:56	34.043	7.934	3.825	0.005	0.633	29.881	Safe
2024-11-13 22:00:56	34.043	7.934	3.825	0.016	0.723	29.881	Safe
2024-11-13 21:30:56	34.043	7.934	3.778	0.151	0.181	29.881	Safe
2024-11-13 21:00:56	34.043	7.934	3.778	0.004	0.633	29.881	Safe
2024-11-13 19:00:56	34.464	7.944	3.778	0.076	0.09	29.533	Safe
2024-11-13 18:30:56	34.464	7.944	3.843	0.052	0.181	29.533	Safe
2024-11-13 18:00:56	34.464	7.944	3.843	0.006	0.09	29.533	Safe
2024-11-13 17:30:56	34.469	7.945	3.871	0.108	1.266	29.521	Safe
2024-11-13 17:00:56	34.469	7.945	3.902	0.133	0.542	29.521	Safe
2024-11-13 16:30:56	34.415	7.947	3.805	0.003	0.542	29.597	Safe
2024-11-13 16:00:56	34.395	7.95	3.792	0.009	0.181	29.62	Safe
2024-11-13 15:30:56	34.325	7.95	3.824	0.012	0.09	29.66	Safe
2024-11-13 14:00:56	34.172	7.949	3.905	0.117	0.362	29.769	Safe
2024-11-13 13:30:56	34.141	7.947	3.864	0.108	0.271	29.803	Safe
2024-11-13 13:00:56	34.076	7.944	3.836	0.027	0.09	29.888	Safe
2024-11-13 12:30:56	34.162	7.945	3.836	0.13	0.362	29.774	Safe
2024-11-13 12:00:56	34.146	7.946	3.836	0.126	0.452	29.788	Safe
2024-11-13 11:30:56	34.146	7.946	3.879	0.13	0.452	29.788	Safe
2024-11-13 11:00:56	34.146	7.946	3.9	0.088	0.271	29.788	Safe
2024-11-13 10:30:56	34.194	7.95	3.923	0.01	0.181	29.757	Safe
2024-11-13 10:00:56	34.2	7.953	3.996	0.138	0.181	29.755	Safe
2024-11-13 09:30:56	34.054	7.951	3.938	0.14	0.362	29.894	Safe
2024-11-13 09:00:56	34.001	7.951	3.938	0.081	0.723	29.955	Safe
2024-11-13 08:30:56	34.07	7.954	3.965	0.042	0.09	29.872	Safe
2024-11-13 08:00:56	34.07	7.954	4.065	0.123	1.175	29.872	Safe
2024-11-13 07:30:56	34.064	7.953	3.859	0.045	1.085	29.886	Safe
2024-11-13 07:00:56	33.755	7.941	3.878	0.113	0.09	30.148	Safe
2024-11-13 06:30:56	34.2	7.953	3.881	0.1	0.362	29.779	Safe
2024-11-13 06:00:56	34.225	7.956	3.909	0.076	0.09	29.778	Safe
2024-11-13 05:30:56	34.07	7.951	3.867	0.099	0.271	29.873	Safe
2024-11-13 05:00:56	34.09	7.953	3.921	0.079	0.362	29.857	Safe
2024-11-13 04:30:56	34.285	7.96	3.933	0.004	0.542	29.742	Safe
2024-11-13 04:00:56	34.183	7.963	4.107	0.13	0.181	29.806	Safe
2024-11-13 03:30:56	34.109	7.963	4.107	0.102	0.904	29.846	Safe
2024-11-13 03:00:56	33.817	7.977	4.107	0.1	0.362	30.041	Safe
2024-11-13 02:30:56	33.817	7.977	4.107	0.055	0.452	30.041	Safe
2024-11-13 02:00:56	33.817	7.977	4.107	0.013	0.633	30.041	Safe
2024-11-13 01:30:56	33.817	7.977	4.208	0.115	0.181	30.041	Safe
2024-11-13 01:00:56	33.817	7.977	4.346	0.107	0.181	30.041	Safe
2024-11-13 00:30:56	33.813	7.983	4.287	0.005	0.452	30.043	Safe
2024-11-13 00:00:56	33.629	7.977	4.218	0.039	0.181	30.188	Safe
2024-11-12 23:30:56	33.688	7.979	4.263	0.016	0.271	30.141	Safe
2024-11-12 23:00:56	33.776	7.984	4.338	0.119	0.181	30.072	Safe
2024-11-12 22:30:56	33.71	7.985	4.317	0.112	0.362	30.115	Safe
2024-11-12 22:00:56	33.655	7.985	4.367	0.032	1.175	30.152	Safe
2024-11-12 21:30:56	33.685	7.987	4.386	0.118	0.271	30.122	Safe
2024-11-12 21:00:56	33.653	7.988	4.471	0.07	0.3616	30.14	Safe
2024-11-12 20:30:56	33.599	7.986	4.374	0.026	1.0848	30.163	Safe
2024-11-12 20:00:56	33.531	7.982	4.301	0.127	0.1808	30.189	Safe
2024-11-12 19:30:56	33.739	7.981	4.048	0.123	0.2712	30.08	Safe
2024-11-12 19:00:56	33.749	7.976	4.048	0.0615542	0.3616	30.082	Safe
2024-11-12 18:00:56	34.345	7.957	4.048	0.0722919	0.6328	29.782	Safe
2024-11-12 17:30:56	34.345	7.957	4.048	0.1458088	0.8136	29.782	Safe
2024-11-12 17:00:56	34.345	7.957	4.048	0.0103664	0.2712	29.782	Safe
2024-11-12 16:30:56	34.345	7.957	4.048	0.171948	0.904	29.782	Safe
2024-11-12 16:00:56	34.345	7.957	4.019	0.0862658	0.2712	29.782	Safe
2024-11-12 15:30:56	34.345	7.957	4.033	0.0304561	0.1808	29.782	Safe
2024-11-12 15:00:56	34.484	7.961	3.984	0.140709	0.8136	29.578	Safe
2024-11-12 14:30:56	34.507	7.961	3.984	0.126	0.2712	29.526	Safe
2024-11-12 14:00:56	34.453	7.961	4.048	0.14	0.1808	29.623	Safe
2024-11-12 13:30:56	34.453	7.961	3.991	0.076	0.6328	29.623	Safe
2024-11-12 13:00:56	34.492	7.958	3.998	0.024	0.0904	29.549	Safe
2024-11-12 12:30:56	34.505	7.958	3.998	0.051	0.2712	29.525	Safe
2024-11-12 12:00:56	34.483	7.954	3.971	0.066	0.2712	29.554	Safe
2024-11-12 11:30:56	34.483	7.954	4.042	0.104	0.3616	29.554	Safe
2024-11-12 11:00:56	34.392	7.949	4.036	0.033	0.2712	29.69	Safe
2024-11-12 10:30:56	34.536	7.951	3.959	0.123	0.5424	29.468	Safe
2024-11-12 10:00:56	34.556	7.952	3.959	0.13	1.0848	29.43	Safe
2024-11-12 09:30:56	34.152	7.94	3.959	0.07	0.6328	29.794	Safe
2024-11-12 09:00:56	34.152	7.94	4.639	0.106	0.0904	29.794	Safe
2024-11-12 08:30:56	34.152	7.94	4.639	0.059	0.1808	29.794	Safe
2024-11-12 08:00:56	33.405	7.924	4.023	0.051	1.266	30.16	Safe
2024-11-12 07:30:56	33.405	7.924	4	0.044	1.175	30.16	Safe
2024-11-12 07:00:56	34.35	7.939	3.916	0.072	0.09	29.664	Safe
2024-11-12 06:30:56	34.601	7.943	3.916	0.03	0.542	29.309	Safe
2024-11-12 06:00:56	34.619	7.946	3.901	0.105	0.362	29.184	Safe
2024-11-12 05:30:56	34.619	7.946	4.001	0.085	0.633	29.184	Safe
2024-11-12 05:00:56	34.612	7.947	4.001	0.053	0.542	29.203	Safe
2024-11-12 04:30:56	34.597	7.953	4.011	0.087	0.723	29.296	Safe
2024-11-12 04:00:56	34.597	7.953	4.041	0.032	0.09	29.296	Safe
2024-11-12 03:30:56	34.599	7.957	3.958	0.031	0.904	29.271	Safe
2024-11-12 03:00:56	34.601	7.955	3.865	0.134	0.542	29.298	Safe
2024-11-12 02:30:56	34.597	7.955	3.865	0.082	0.904	29.331	Safe
2024-11-12 02:00:56	34.422	7.963	3.865	0.004	0.542	29.542	Safe
2024-11-12 01:30:56	34.422	7.963	3.865	0.128	0.09	29.542	Safe
2024-11-12 01:00:56	34.422	7.963	3.998	0.121	0.181	29.542	Safe
2024-11-12 00:30:56	34.422	7.963	3.998	0.08	0.181	29.542	Safe
2024-11-12 00:00:56	34.339	7.967	3.977	0.045	0.181	29.562	Safe
2024-11-11 23:30:56	34.339	7.967	4.015	0.001	0.181	29.562	Safe
2024-11-11 23:00:56	34.344	7.969	4.015	0.141	0.904	29.555	Safe
2024-11-11 22:30:56	34.345	7.971	3.997	0.133	0.362	29.56	Safe
2024-11-11 22:00:56	34.345	7.971	4.442	0.091	0.904	29.56	Safe
2024-11-11 21:30:56	34.377	7.979	4.442	0.063	0.271	29.547	Safe
2024-11-11 21:00:56	33.904	7.976	4.307	0.121	0.271	29.858	Safe
2024-11-11 20:30:56	33.904	7.976	3.94	0.084	1.085	29.858	Safe
2024-11-11 19:30:56	33.456	7.945	3.94	0.122	0.271	30.111	Safe
2024-11-11 19:00:56	34.336	7.952	3.94	0.108	0.362	29.557	Safe
2024-11-11 18:30:56	34.336	7.952	4.091	0.126	0.542	29.557	Safe
2024-11-11 18:00:56	34.336	7.952	4.091	0.037	0.362	29.557	Safe
2024-11-11 17:30:56	34.306	7.951	4.091	0.108	0.181	29.585	Safe
2024-11-11 17:00:56	34.306	7.951	4.097	0.036	0.542	29.585	Safe
2024-11-11 16:30:56	34.306	7.951	4.097	0.113	0.633	29.585	Safe
2024-11-11 15:30:56	34.246	7.953	4.097	0.148	0.181	29.614	Safe
2024-11-11 15:00:56	34.246	7.953	4.15	0.128	0.362	29.614	Safe
2024-11-11 14:30:56	34.246	7.953	4.176	0.073	0.271	29.614	Safe
2024-11-11 14:00:56	34.233	7.951	4.211	0.112	0.181	29.631	Safe
2024-11-11 13:30:56	34.223	7.953	4.247	0.123	0.09	29.639	Safe
2024-11-11 13:00:56	34.208	7.953	4.2470002	0.088	0.09	29.658	Safe
2024-11-11 12:30:56	34.162	7.951	4.2470002	0.147	0.723	29.689	Safe
2024-11-11 12:00:56	34.1615982	7.9510002	4.2579999	0.026	1.266	29.6886005	Safe
2024-11-11 11:30:56	34.1615982	7.9510002	4.2740002	0.096	0.452	29.6886005	Safe
2024-11-11 10:30:56	34.1506004	7.9510002	4.2950001	0.166	0.09	29.6965008	Safe
2024-11-11 10:00:56	34.1329994	7.9509001	4.427	0.108	0.09	29.7094002	Safe
2024-11-11 09:00:56	34.1160011	7.9572001	4.4000001	0.035	0.181	29.7199993	Safe
2024-11-11 07:30:56	33.949501	7.9633999	4.395	0.068	0.994	29.7882996	Safe
2024-11-11 07:00:56	33.8946991	7.9661999	4.334	0.129	0.362	29.8055992	Safe
2024-11-11 06:00:56	33.9179001	7.9654002	4.336	0.08	0.181	29.8073006	Safe
2024-11-11 05:30:56	33.843	7.966	4.319	0.021	0.994	29.778	Safe
2024-11-11 05:00:56	33.819	7.966	4.322	0.144	0.452	29.79	Safe
2024-11-11 04:30:56	33.898	7.967	4.306	0.141	0.181	29.775	Safe
2024-11-11 04:00:56	33.879	7.968	4.3	0.114	1.175	29.789	Safe
2024-11-11 03:30:56	33.883	7.969	4.346	0.048	0.994	29.794	Safe
2024-11-11 03:00:56	33.871	7.976	4.351	0.115	1.356	29.803	Safe
2024-11-11 02:30:56	33.788	7.98	4.351	0.085	0.271	29.799	Safe
2024-11-11 02:00:56	33.811	7.982	4.386	0.085	0.09	29.83	Safe
2024-11-11 01:30:56	33.811	7.982	4.542	0.1314124	0.09	29.83	Safe
2024-11-11 01:00:56	33.777	7.985	4.542	0.0580749	0.1808	29.834	Safe
2024-11-11 00:30:56	33.547	7.98	4.614	0.0302176	0.271	29.868	Safe
2024-11-11 00:00:56	33.547	7.98	4.598	0.1374939	0.09	29.868	Safe
2024-11-10 23:30:56	33.519	7.98	4.638	0.1530388	0.181	29.873	Safe
2024-11-10 23:00:56	33.522	7.981	4.674	0.101945	0.271	29.876	Safe
2024-11-10 22:30:57	33.525	7.983	4.707	0.0778271	0.181	29.881	Safe
2024-11-10 22:00:56	33.419	7.983	4.718	0.0466018	0.271	29.918	Safe
2024-11-10 21:30:56	33.408	7.982	4.718	0.08438	0.452	29.94	Safe
2024-11-10 21:00:56	33.392	7.979	4.754	0.0251153	0.181	29.962	Safe
